,Player,FantPos,Age,G,Y/A,Y/R,PPR,VBD,PosRank,OvRank,Year,Cmp/G,PassAtt/G,PassYds/G,PassTD/G,Int/G,RushAtt/G,RushYds/G,RushTD/G,Tgt/G,Rec/G,RecYds/G,RecTD/G,TotTD/G,PPG,ID,Next Year PPG
36,AlfredMorris,RB,28,14,3.52,3.67,40.4,0,74,0,2016,0.0,0.0,0.0,0.0,0.0,4.929,17.357,0.143,0.429,0.214,0.786,0.0,0.143,2.886,AlfredMorris2016,5.157
37,AlfredMorris,RB,29,14,4.76,6.43,72.2,0,57,0,2017,0.0,0.0,0.0,0.0,0.0,8.214,39.071,0.071,0.643,0.5,3.214,0.0,0.071,5.157,AlfredMorris2017,NaN
38,AllenHurns,WR,25,11,0,13.63,100.7,0,74,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.909,3.182,43.364,0.273,0.273,9.155,AllenHurns2016,9.94
39,AllenHurns,WR,26,10,0,12.41,99.4,0,68,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.9,48.4,0.2,0.2,9.94,AllenHurns2017,NaN
40,AllenRobinson,WR,23,16,0,12.10,199.3,0,29,74,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.438,4.562,55.188,0.375,0.375,12.456,AllenRobinson2016,2.7
41,AllenRobinson,WR,24,1,0,17.00,2.7,0,186,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,0.0,0.0,2.7,AllenRobinson2017,NaN
42,AlshonJeffery,WR,26,12,0,15.79,146.1,0,52,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.833,4.333,68.417,0.167,0.167,12.175,AlshonJeffery2016,12.244
43,AlshonJeffery,WR,27,16,0,13.84,195.9,28,16,38,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,3.562,49.312,0.562,0.562,12.244,AlshonJeffery2017,NaN
44,AlvinKamara,RB,22,16,6.07,10.20,320.4,112,4,4,2017,0.0,0.0,0.0,0.0,0.0,7.5,45.5,0.5,6.25,5.062,51.625,0.312,0.875,20.025,AlvinKamara2017,NaN
45,AmaraDarboh,WR,23,16,0,8.88,15.1,0,163,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.812,0.5,4.438,0.0,0.0,0.944,AmaraDarboh2017,NaN
46,AmariCooper,WR,22,16,0.00,13.89,232.3,23,13,42,2016,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,8.25,5.188,72.062,0.312,0.312,14.519,AmariCooper2016,11.314
47,AmariCooper,WR,23,14,4.00,14.17,158.4,0,31,0,2017,0.0,0.0,0.0,0.0,0.0,0.071,0.286,0.0,6.857,3.429,48.571,0.5,0.5,11.314,AmariCooper2017,NaN
48,AmeerAbdullah,RB,23,2,5.61,11.40,26.8,0,88,0,2016,0.0,0.0,0.0,0.0,0.0,9.0,50.5,0.0,2.5,2.5,28.5,0.5,0.5,13.4,AmeerAbdullah2016,8.886
49,AmeerAbdullah,RB,24,14,3.35,6.48,124.4,0,40,0,2017,0.0,0.0,0.0,0.0,0.0,11.786,39.429,0.286,2.5,1.786,11.571,0.071,0.357,8.886,AmeerAbdullah2017,NaN
50,AndreEllington,RB,27,16,2.82,7.08,30.1,0,93,0,2016,0.0,0.0,0.0,0.0,0.0,2.125,6.0,0.0,1.188,0.75,5.312,0.0,0.0,1.881,AndreEllington2016,7.283
51,AndreEllington,RB,28,12,2.75,9.46,87.4,0,67,0,2017,0.0,0.0,0.0,0.0,0.0,1.667,4.583,0.083,4.917,3.25,30.75,0.0,0.083,7.283,AndreEllington2017,NaN
52,AndreJohnson,WR,35,8,0,9.44,29.5,0,126,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,1.125,10.625,0.25,0.25,3.688,AndreJohnson2016,NaN
53,AndreWilliams,RB,24,1,4.83,0,8.7,0,116,0,2016,0.0,0.0,0.0,0.0,0.0,18.0,87.0,0.0,2.0,0.0,0.0,0.0,0.0,8.7,AndreWilliams2016,0.312
54,AndreWilliams,RB,25,8,2.78,0,2.5,0,138,0,2017,0.0,0.0,0.0,0.0,0.0,1.125,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.312,AndreWilliams2017,NaN
55,AndrewHawkins,WR,30,16,0.00,9.82,83.4,0,92,0,2016,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,3.375,2.062,20.25,0.188,0.188,5.212,AndrewHawkins2016,NaN
56,AndrewLuck,QB,27,15,5.33,0,307.7,47,4,22,2016,23.067,36.333,282.667,2.067,0.867,4.267,22.733,0.133,0.0,0.0,0.0,0.0,0.133,20.513,AndrewLuck2016,NaN
57,AndyDalton,QB,29,16,4.00,0,260.6,0,12,75,2016,22.75,35.188,262.875,1.125,0.5,2.875,11.5,0.25,0.0,0.0,0.0,0.0,0.25,16.288,AndyDalton2016,13.169
58,AndyDalton,QB,30,16,2.61,0,210.7,0,17,0,2017,18.562,31.0,207.5,1.562,0.75,2.375,6.188,0.0,0.0,0.0,0.0,0.0,0.0,13.169,AndyDalton2017,NaN
59,AndyJanovich,RB,23,11,8.25,8.80,18.7,0,101,0,2016,0.0,0.0,0.0,0.0,0.0,0.364,3.0,0.091,0.636,0.455,4.0,0.0,0.091,1.7,AndyJanovich2016,0.919
60,AndyJanovich,RB,24,16,2.00,8.75,14.7,0,113,0,2017,0.0,0.0,0.0,0.0,0.0,0.375,0.75,0.062,0.375,0.25,2.188,0.0,0.062,0.919,AndyJanovich2017,NaN
61,AndyJones,0,23,3,0,0,0,0,202,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AndyJones2017,NaN
62,AnquanBoldin,WR,36,16,0,8.72,173.4,0,45,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938,4.188,36.5,0.5,0.5,10.838,AnquanBoldin2016,NaN
63,AnthonyFasano,TE,32,16,0,10.38,28.3,0,56,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.812,0.5,5.188,0.125,0.125,1.769,AnthonyFasano2016,1.794
64,AnthonyFasano,TE,33,16,0,8.92,28.7,0,61,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,6.688,0.062,0.062,1.794,AnthonyFasano2017,NaN
65,AnthonyJohnson,0,21,2,0,0,0,0,204,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AnthonyJohnson2016,NaN
66,AnthonySherman,RB,28,16,0,2.75,5.1,0,142,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.688,0.0,0.0,0.319,AnthonySherman2016,1.294
67,AnthonySherman,RB,29,16,2.86,7.83,20.7,0,99,0,2017,0.0,0.0,0.0,0.0,0.0,0.875,2.5,0.062,0.5,0.375,2.938,0.0,0.062,1.294,AnthonySherman2017,NaN
68,AntoneSmith,RB,31,3,4.70,12.83,16.4,0,111,0,2016,0.0,0.0,0.0,0.0,0.0,3.333,15.667,0.0,3.0,2.0,25.667,0.0,0.0,5.467,AntoneSmith2016,NaN
69,AntonioAndrews,RB,24,16,7.50,0,1.5,0,138,0,2016,0.0,0.0,0.0,0.0,0.0,0.125,0.938,0.0,0.0,0.0,0.0,0.0,0.0,0.094,AntonioAndrews2016,NaN
70,AntonioBrown,WR,28,15,3.00,12.11,307.3,75,3,12,2016,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,10.267,7.067,85.6,0.8,0.8,20.487,AntonioBrown2016,22.164
71,AntonioBrown,WR,29,14,0,15.18,310.3,98,2,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.643,7.214,109.5,0.643,0.643,22.164,AntonioBrown2017,NaN
72,AntonioGates,TE,36,14,0,10.34,147.8,8,10,61,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.643,3.786,39.143,0.5,0.5,10.557,AntonioGates2016,4.975
73,AntonioGates,TE,37,16,0,10.53,79.6,0,29,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,1.875,19.75,0.188,0.188,4.975,AntonioGates2017,NaN
74,AntonyAuclair,TE,24,8,0,12.50,4.5,0,94,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,3.125,0.0,0.0,0.562,AntonyAuclair2017,NaN
75,ArDariusStewart,WR,24,15,3.86,13.67,16.9,0,144,0,2017,0.0,0.0,0.0,0.0,0.0,0.467,1.8,0.0,0.867,0.4,5.467,0.0,0.0,1.127,ArDariusStewart2017,NaN
76,ArianFoster,RB,30,4,2.50,13.00,19.3,0,103,0,2016,0.0,0.0,0.0,0.0,0.0,5.5,13.75,0.0,2.5,1.5,19.5,0.0,0.0,4.825,ArianFoster2016,NaN
77,ArreliousBenn,WR,28,15,0,23.20,22.6,0,130,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.333,7.733,0.067,0.067,1.507,ArreliousBenn2016,0.244
78,ArreliousBenn,WR,29,9,0,12.00,2.2,0,188,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.111,1.333,0.0,0.0,0.244,ArreliousBenn2017,NaN
79,AsanteCleveland,0,24,4,0,0,0,0,123,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AsanteCleveland2016,NaN
80,AustinCarr,0,24,1,0,0,0,0,201,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AustinCarr2017,NaN
81,AustinDavis,QB,28,3,-1.00,0,-0.1,0,69,0,2017,0.0,0.0,0.0,0.0,0.0,0.333,-0.333,0.0,0.0,0.0,0.0,0.0,0.0,-0.033,AustinDavis2017,NaN
82,AustinEkeler,RB,22,16,5.53,10.33,106.9,0,47,0,2017,0.0,0.0,0.0,0.0,0.0,2.938,16.25,0.125,2.188,1.688,17.438,0.188,0.312,6.681,AustinEkeler2017,NaN
83,AustinHooper,TE,22,14,0,14.26,64.1,0,35,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.929,1.357,19.357,0.214,0.214,4.579,AustinHooper2016,7.475
84,AustinHooper,TE,23,16,0,10.73,119.6,0,18,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.062,3.062,32.875,0.188,0.188,7.475,AustinHooper2017,NaN
85,AustinSeferianJenkins,TE,24,9,0,11.85,34.4,0,52,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222,1.444,17.111,0.111,0.111,3.822,AustinSeferianJenkins2016,7.823
86,AustinSeferianJenkins,TE,25,13,0,7.14,101.7,0,27,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.692,3.846,27.462,0.231,0.231,7.823,AustinSeferianJenkins2017,NaN
87,AustinTraylor,TE,24,7,0,12.50,18.0,0,71,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.857,1.143,14.286,0.0,0.0,2.571,AustinTraylor2017,NaN
88,BenBraunecker,TE,22,13,0,10.25,8.1,0,86,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462,0.308,3.154,0.0,0.0,0.623,BenBraunecker2016,0.0
89,BenBraunecker,0,23,8,0,0,0,0,115,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BenBraunecker2017,NaN
90,BenKoyack,TE,23,14,0,8.47,41.1,0,51,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.714,1.357,11.5,0.071,0.071,2.936,BenKoyack2016,0.675
91,BenKoyack,TE,24,16,0,7.60,10.8,0,81,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438,0.312,2.375,0.0,0.0,0.675,BenKoyack2017,NaN
92,BenRoethlisberger,QB,34,14,0.88,0,252.2,0,18,0,2016,23.429,36.357,272.786,2.071,0.929,1.143,1.0,0.071,0.0,0.0,0.0,0.0,0.071,18.014,BenRoethlisberger2016,17.38
93,BenRoethlisberger,QB,35,15,1.68,0,260.7,5,10,67,2017,24.0,37.4,283.4,1.867,0.933,1.867,3.133,0.0,0.0,0.0,0.0,0.0,0.0,17.38,BenRoethlisberger2017,NaN
94,BenWatson,TE,37,16,0,8.56,137.2,0,16,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.938,3.812,32.625,0.25,0.25,8.575,BenWatson2017,NaN
95,BennieFowler,WR,25,13,0,13.18,37.5,0,113,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.846,0.846,11.154,0.154,0.154,2.885,BennieFowler2016,5.125
96,BennieFowler,WR,26,16,0,12.07,82.0,0,76,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.812,21.875,0.188,0.188,5.125,BennieFowler2017,NaN
97,BennyCunningham,RB,26,11,4.81,5.69,35.2,0,92,0,2016,0.0,0.0,0.0,0.0,0.0,1.909,9.182,0.0,1.909,1.455,8.273,0.0,0.0,3.2,BennyCunningham2016,4.064
98,BennyCunningham,RB,27,14,3.22,12.00,56.9,0,79,0,2017,0.0,0.0,0.0,0.0,0.0,0.643,2.071,0.0,1.857,1.429,17.143,0.143,0.143,4.064,BennyCunningham2017,NaN
99,BernardReedy,WR,26,11,5.67,10.50,5.8,0,177,0,2017,0.0,0.0,0.0,0.0,0.0,0.273,1.545,0.0,0.182,0.182,1.909,0.0,0.0,0.527,BernardReedy2017,NaN
100,BilalPowell,RB,28,16,5.51,6.69,197.0,2,22,70,2016,0.0,0.0,0.0,0.0,0.0,8.188,45.125,0.188,4.625,3.625,24.25,0.125,0.312,12.312,BilalPowell2016,9.68
101,BilalPowell,RB,29,15,4.34,7.39,145.2,0,26,0,2017,0.0,0.0,0.0,0.0,0.0,11.867,51.467,0.333,2.2,1.533,11.333,0.0,0.333,9.68,BilalPowell2017,NaN
102,BlaineGabbert,QB,27,6,4.33,-16.00,73.7,0,33,0,2016,15.167,26.667,154.167,0.833,1.0,6.667,28.833,0.333,0.167,0.167,-2.667,0.0,0.333,12.283,BlaineGabbert2016,12.32
103,BlaineGabbert,QB,28,5,3.57,0,61.6,0,38,0,2017,19.0,34.2,217.2,1.2,1.2,4.6,16.4,0.0,0.0,0.0,0.0,0.0,0.0,12.32,BlaineGabbert2017,NaN
104,BlakeBell,TE,25,13,0,21.25,12.5,0,77,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692,0.308,6.538,0.0,0.0,0.962,BlakeBell2016,0.531
105,BlakeBell,TE,26,13,0,6.33,6.9,0,87,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.231,1.462,0.0,0.0,0.531,BlakeBell2017,NaN
106,BlakeBortles,QB,24,16,6.19,20.00,271.1,9,9,58,2016,23.0,39.062,244.062,1.438,1.0,3.625,22.438,0.188,0.062,0.062,1.25,0.062,0.25,16.944,BlakeBortles2016,15.606
107,BlakeBortles,QB,25,16,5.65,0,249.7,0,13,0,2017,19.688,32.688,230.438,1.312,0.812,3.562,20.125,0.125,0.0,0.0,0.0,0.0,0.125,15.606,BlakeBortles2017,NaN
108,BlakeJarwin,0,23,1,0,0,0,0,116,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BlakeJarwin2017,NaN
109,BobbyRainey,RB,29,15,3.71,7.65,39.6,0,91,0,2016,0.0,0.0,0.0,0.0,0.0,1.133,4.2,0.0,1.667,1.333,10.2,0.0,0.0,2.64,BobbyRainey2016,3.25
110,BobbyRainey,RB,30,4,2.00,3.60,13.0,0,116,0,2017,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,1.75,1.25,4.5,0.0,0.25,3.25,BobbyRainey2017,NaN
111,BoboWilson,WR,22,3,2.67,18.00,9.6,0,152,0,2017,0.0,0.0,0.0,0.0,0.0,1.0,2.667,0.0,0.333,0.333,6.0,0.333,0.333,3.2,BoboWilson2017,NaN
112,BradleyMarquez,WR,24,14,2.00,12.33,6.9,0,173,0,2016,0.0,0.0,0.0,0.0,0.0,0.071,0.143,0.0,0.5,0.214,2.643,0.0,0.0,0.493,BradleyMarquez2016,0.0
113,BradleyMarquez,0,25,1,0,0,0,0,203,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BradleyMarquez2017,NaN
114,BraedonBowman,0,22,3,0,0,0,0,125,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,BraedonBowman2016,NaN
115,BralonAddison,RB,23,2,4.00,11.00,0.5,0,159,0,2016,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.5,0.5,5.5,0.0,0.0,0.25,BralonAddison2016,NaN
116,BrandenOliver,RB,26,8,2.37,4.33,16.9,0,110,0,2017,0.0,0.0,0.0,0.0,0.0,4.375,10.375,0.0,1.375,0.75,3.25,0.0,0.0,2.112,BrandenOliver2017,NaN
117,BrandinCooks,WR,23,16,5.00,15.04,246.3,42,8,24,2016,0.0,0.0,0.0,0.0,0.0,0.375,1.875,0.0,7.312,4.875,73.312,0.5,0.5,15.394,BrandinCooks2016,13.825
118,BrandinCooks,WR,24,16,4.44,16.65,221.2,45,7,22,2017,0.0,0.0,0.0,0.0,0.0,0.562,2.5,0.0,7.125,4.062,67.625,0.438,0.438,13.825,BrandinCooks2017,NaN
119,BrandonBolden,RB,26,14,4.00,7.50,3.9,0,134,0,2016,0.0,0.0,0.0,0.0,0.0,0.071,0.286,0.0,0.286,0.143,1.071,0.0,0.0,0.279,BrandonBolden2016,0.525
120,BrandonBolden,RB,27,16,5.15,7.00,8.4,0,117,0,2017,0.0,0.0,0.0,0.0,0.0,0.812,4.188,0.0,0.25,0.062,0.438,0.0,0.0,0.525,BrandonBolden2017,NaN
121,BrandonBostick,TE,27,16,0,7.88,14.3,0,81,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.5,3.938,0.0,0.0,0.894,BrandonBostick2016,NaN
122,BrandonBurks,RB,23,1,-2.00,0,-0.4,0,158,0,2016,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,BrandonBurks2016,NaN
123,BrandonColeman,WR,24,16,0,10.81,72.1,0,94,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375,1.625,17.562,0.188,0.188,4.506,BrandonColeman2016,4.588
124,BrandonColeman,WR,25,16,0,15.83,73.4,0,78,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.312,1.438,22.75,0.188,0.188,4.588,BrandonColeman2017,NaN
125,BrandonLaFell,WR,30,16,-2.00,13.47,186.0,0,33,0,2016,0.0,0.0,0.0,0.0,0.0,0.062,-0.125,0.0,6.688,4.0,53.875,0.375,0.375,11.625,BrandonLaFell2016,7.8
126,BrandonLaFell,WR,31,16,0,10.54,124.8,0,57,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.562,3.25,34.25,0.188,0.188,7.8,BrandonLaFell2017,NaN
127,BrandonMarshall,WR,32,15,0,13.36,155.8,0,51,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.533,3.933,52.533,0.2,0.2,10.387,BrandonMarshall2016,6.68
128,BrandonMarshall,WR,33,5,0,8.56,33.4,0,130,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,3.6,30.8,0.0,0.0,6.68,BrandonMarshall2017,NaN
129,BrandonMyers,TE,31,16,0,8.43,20.9,0,66,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.438,3.688,0.062,0.062,1.306,BrandonMyers2016,NaN
130,BrandonTate,WR,29,15,16.00,14.63,24.5,0,133,0,2016,0.0,0.0,0.0,0.0,0.0,0.2,3.2,0.0,0.8,0.533,7.8,0.0,0.0,1.633,BrandonTate2016,1.546
131,BrandonTate,WR,30,13,0,13.50,20.1,0,134,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077,0.462,6.231,0.077,0.077,1.546,BrandonTate2017,NaN
132,BrandonWilds,RB,23,4,2.70,10.00,6.7,0,126,0,2016,0.0,0.0,0.0,0.0,0.0,2.5,6.75,0.0,0.5,0.5,5.0,0.0,0.0,1.675,BrandonWilds2016,NaN
133,BrandonWilliams,TE,29,16,0,18.00,5.6,0,87,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.125,2.25,0.0,0.0,0.35,BrandonWilliams2016,1.793
134,BrandonWilliams,WR,30,14,0,9.31,25.1,0,141,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.214,0.929,8.643,0.0,0.0,1.793,BrandonWilliams2017,NaN
135,BraxtonMiller,WR,24,10,0.00,6.60,30.9,0,134,0,2016,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.8,1.5,9.9,0.1,0.1,3.09,BraxtonMiller2016,3.755
136,BraxtonMiller,WR,25,11,1.00,8.53,41.3,0,119,0,2017,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.0,2.636,1.727,14.727,0.091,0.091,3.755,BraxtonMiller2017,NaN
137,BrentCelek,TE,31,16,0,11.07,29.5,0,61,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188,0.875,9.688,0.0,0.0,1.844,BrentCelek2016,2.0
138,BrentCelek,TE,32,16,0,10.00,32.0,0,58,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.812,8.125,0.062,0.062,2.0,BrentCelek2017,NaN
139,BrentonBersin,WR,26,10,0,8.50,3.7,0,180,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,1.7,0.0,0.0,0.37,BrentonBersin2016,2.6
140,BrentonBersin,WR,27,8,0,16.00,20.8,0,138,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.0,16.0,0.0,0.0,2.6,BrentonBersin2017,NaN
141,BreshadPerriman,WR,23,16,2.00,15.12,101.1,0,70,0,2016,0.0,0.0,0.0,0.0,0.0,0.062,0.125,0.0,4.125,2.062,31.188,0.188,0.188,6.319,BreshadPerriman2016,1.609
142,BreshadPerriman,WR,24,11,0,7.70,17.7,0,159,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.182,0.909,7.0,0.0,0.0,1.609,BreshadPerriman2017,NaN
143,BrettHundley,QB,23,4,-0.67,0,-1.5,0,70,0,2016,0.5,2.5,4.25,0.0,0.25,0.75,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.375,BrettHundley2016,11.309
144,BrettHundley,QB,24,11,7.50,10.00,124.4,0,31,0,2017,17.455,28.727,166.909,0.818,1.091,3.273,24.545,0.182,0.091,0.091,0.909,0.0,0.182,11.309,BrettHundley2017,NaN
145,BrianHill,RB,22,7,3.36,18.00,9.3,0,118,0,2017,0.0,0.0,0.0,0.0,0.0,1.571,5.286,0.0,0.286,0.286,5.143,0.0,0.0,1.329,BrianHill2017,NaN
146,BrianHoyer,QB,31,6,-0.29,0,79.6,0,31,0,2016,22.333,33.333,240.833,1.0,0.0,1.167,-0.333,0.0,0.0,0.0,0.0,0.0,0.0,13.267,BrianHoyer2016,5.809
147,BrianHoyer,QB,32,11,0.44,0,63.9,0,37,0,2017,11.182,19.182,117.0,0.364,0.364,0.818,0.364,0.091,0.0,0.0,0.0,0.0,0.091,5.809,BrianHoyer2017,NaN
148,BrianQuick,WR,27,16,0,13.76,115.4,0,65,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.812,2.562,35.25,0.188,0.188,7.212,BrianQuick2016,1.236
149,BrianQuick,WR,28,11,0,12.67,13.6,0,160,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.545,6.909,0.0,0.0,1.236,BrianQuick2017,NaN
150,BriceButler,WR,26,16,0,13.69,55.9,0,99,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,13.688,0.188,0.188,3.494,BriceButler2016,4.977
151,BriceButler,WR,27,13,0,21.13,64.7,0,80,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.769,1.154,24.385,0.231,0.231,4.977,BriceButler2017,NaN
152,BrittanGolden,WR,28,12,0,10.25,20.2,0,144,0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.167,0.667,6.833,0.083,0.083,1.683,BrittanGolden2016,0.923
153,BrittanGolden,WR,29,13,0,14.00,12.0,0,165,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692,0.385,5.385,0.0,0.0,0.923,BrittanGolden2017,NaN
154,BrockOsweiler,QB,26,15,4.37,-14.00,169.0,0,28,0,2016,20.067,34.0,197.133,1.0,1.067,2.0,8.733,0.133,0.067,0.067,-0.933,0.0,0.133,11.267,BrockOsweiler2016,11.317
155,BrockOsweiler,QB,27,6,4.57,0,67.9,0,36,0,2017,16.0,28.667,181.333,0.833,0.833,2.333,10.667,0.167,0.0,0.0,0.0,0.0,0.167,11.317,BrockOsweiler2017,NaN
156,BronsonHill,RB,23,3,5.50,0,1.1,0,143,0,2016,0.0,0.0,0.0,0.0,0.0,0.667,3.667,0.0,0.333,0.0,0.0,0.0,0.0,0.367,BronsonHill2016,-0.1
157,BronsonHill,RB,24,2,-2.00,0,-0.2,0,158,0,2017,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,BronsonHill2017,NaN
158,BruceEllington,WR,26,11,5.67,11.38,75.7,0,87,0,2017,0.0,0.0,0.0,0.0,0.0,0.273,1.545,0.0,5.182,2.636,30.0,0.182,0.182,6.882,BruceEllington2017,NaN
159,BrycePetty,QB,25,6,3.80,0,32.3,0,42,0,2016,12.5,22.167,134.833,0.5,1.167,0.833,3.167,0.0,0.0,0.0,0.0,0.0,0.0,5.383,BrycePetty2016,6.325
160,BrycePetty,QB,26,4,7.86,0,25.3,0,48,0,2017,13.75,28.0,136.0,0.25,0.75,1.75,13.75,0.0,0.0,0.0,0.0,0.0,0.0,6.325,BrycePetty2017,NaN
161,BryceTreggs,WR,22,9,3.50,26.67,11.7,0,152,0,2016,0.0,0.0,0.0,0.0,0.0,0.222,0.778,0.0,1.333,0.333,8.889,0.0,0.0,1.3,BryceTreggs2016,1.917
162,BryceTreggs,WR,23,6,6.00,15.80,11.5,0,168,0,2017,0.0,0.0,0.0,0.0,0.0,0.167,1.0,0.0,3.0,0.833,13.167,0.0,0.0,1.917,BryceTreggs2017,NaN
163,ByronMarshall,RB,22,3,3.37,3.33,10.4,0,119,0,2016,0.0,0.0,0.0,0.0,0.0,6.333,21.333,0.0,1.667,1.0,3.333,0.0,0.0,3.467,ByronMarshall2016,3.2
164,ByronMarshall,RB,23,4,3.56,6.00,12.8,0,120,0,2017,0.0,0.0,0.0,0.0,0.0,2.25,8.0,0.0,2.0,1.5,9.0,0.0,0.0,3.2,ByronMarshall2017,NaN
