,Player,FantPos,Age,G,Y/A,Y/R,PPR,VBD,PosRank,OvRank,Year,Cmp/G,PassAtt/G,PassYds/G,PassTD/G,Int/G,RushAtt/G,RushYds/G,RushTD/G,Tgt/G,Rec/G,RecYds/G,RecTD/G,TotTD/G,PPG,ID,Next Year PPG
126,CoreyDavis,WR,25,14,0,15.14,191.4,0,30,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.571,4.643,70.286,0.357,0.357,13.671,CoreyDavis2020,NaN
127,CourtlandSutton,WR,25,1,0,22.00,9.6,0,177,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,66.0,0.0,0.0,9.6,CourtlandSutton2020,NaN
128,CraigReynolds,RB,24,2,4.00,3.00,1.7,0,156,0,2020,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.5,0.5,1.5,0.0,0.0,0.85,CraigReynolds2020,NaN
129,CullenGillaspia,RB,25,7,0,6.00,1.6,0,159,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.857,0.0,0.0,0.229,CullenGillaspia2020,NaN
130,CurtisSamuel,WR,24,15,4.88,11.05,212.1,9,26,68,2020,0.0,0.0,0.0,0.0,0.0,2.733,13.333,0.133,6.467,5.133,56.733,0.2,0.333,14.14,CurtisSamuel2020,NaN
131,CyrilGrayson,0,27,3,0,0,0,0,221,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CyrilGrayson2020,NaN
132,DAndreSwift,RB,21,13,4.57,7.76,189.8,14,20,60,2020,0.0,0.0,0.0,0.0,0.0,8.769,40.077,0.615,4.385,3.538,27.462,0.154,0.769,14.6,DAndreSwift2020,NaN
133,DErnestJohnson,RB,24,16,5.03,4.67,21.0,0,98,0,2020,0.0,0.0,0.0,0.0,0.0,2.062,10.375,0.0,0.25,0.188,0.875,0.0,0.0,1.312,DErnestJohnson2020,NaN
134,DJChark,WR,24,13,0,13.32,153.6,0,49,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.154,4.077,54.308,0.385,0.385,11.815,DJChark2020,NaN
135,DJFoster,RB,27,10,1.00,7.00,1.9,0,154,0,2020,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.1,0.7,0.0,0.0,0.19,DJFoster2020,NaN
136,DJMoore,WR,23,15,11.00,18.08,211.5,19,18,50,2020,0.0,0.067,0.0,0.0,0.0,0.133,1.467,0.0,7.867,4.4,79.533,0.267,0.267,14.1,DJMoore2020,NaN
137,DKMetcalf,WR,23,16,0,15.70,271.3,62,5,21,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.062,5.188,81.438,0.625,0.625,16.956,DKMetcalf2020,NaN
138,DOntaForeman,RB,24,6,4.32,5.00,17.0,0,103,0,2020,0.0,0.0,0.0,0.0,0.0,3.667,15.833,0.0,0.167,0.167,0.833,0.167,0.167,2.833,DOntaForeman2020,NaN
139,DaeSeanHamilton,WR,25,16,0,12.74,62.3,0,109,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,1.438,18.312,0.125,0.125,3.894,DaeSeanHamilton2020,NaN
140,DakPrescott,QB,27,5,5.17,11.00,135.6,0,31,0,2020,30.2,44.4,371.2,1.8,0.8,3.6,18.6,0.6,0.2,0.2,2.2,0.2,0.8,27.12,DakPrescott2020,NaN
141,DallasGoedert,TE,25,11,0,11.39,116.4,0,20,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.909,4.182,47.636,0.273,0.273,10.582,DallasGoedert2020,NaN
142,DaltonKeene,TE,21,6,0,5.33,4.6,0,101,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833,0.5,2.667,0.0,0.0,0.767,DaltonKeene2020,NaN
143,DaltonSchultz,TE,24,16,0,9.76,146.5,0,17,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.562,3.938,38.438,0.25,0.25,9.156,DaltonSchultz2020,NaN
144,DalvinCook,RB,25,14,4.99,8.20,337.8,164,3,3,2020,0.0,0.0,0.0,0.0,0.0,22.286,111.214,1.143,3.857,3.143,25.786,0.071,1.214,24.129,DalvinCook2020,NaN
145,DamienHarris,RB,23,10,5.04,10.40,91.3,0,44,0,2020,0.0,0.0,0.0,0.0,0.0,13.7,69.1,0.2,0.7,0.5,5.2,0.0,0.2,9.13,DamienHarris2020,NaN
146,DamiereByrd,WR,27,16,7.50,12.85,114.9,0,74,0,2020,0.0,0.0,0.0,0.0,0.0,0.125,0.938,0.0,4.812,2.938,37.75,0.062,0.062,7.181,DamiereByrd2020,NaN
147,DamionRatley,WR,25,5,0,15.75,10.3,0,180,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,12.6,0.0,0.0,2.06,DamionRatley2020,NaN
148,DanArnold,TE,25,16,0,14.13,96.8,0,23,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.812,1.938,27.375,0.25,0.25,6.05,DanArnold2020,NaN
149,DanielBrown,WR,28,16,0,15.50,5.1,0,195,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,1.938,0.0,0.0,0.319,DanielBrown2020,NaN
150,DanielJones,QB,23,14,6.51,0,180.0,0,24,0,2020,20.0,32.0,210.214,0.786,0.714,4.643,30.214,0.071,0.0,0.0,0.0,0.0,0.071,12.857,DanielJones2020,NaN
151,DannyAmendola,WR,35,14,2.00,13.09,106.4,0,82,0,2020,0.0,0.0,0.0,0.0,0.0,0.071,0.143,0.0,4.929,3.286,43.0,0.0,0.0,7.6,DannyAmendola2020,NaN
152,DantePettis,WR,25,7,0,19.00,15.6,0,162,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857,0.571,10.857,0.143,0.143,2.229,DantePettis2020,NaN
153,DareOgunbowale,RB,26,14,4.53,5.40,29.9,0,96,0,2020,0.0,0.0,0.0,0.0,0.0,2.286,10.357,0.0,1.429,0.714,3.857,0.0,0.0,2.136,DareOgunbowale2020,NaN
154,DariusSlayton,WR,23,16,-0.50,15.02,141.0,0,57,0,2020,0.0,0.0,0.0,0.0,0.0,0.125,-0.062,0.0,6.0,3.125,46.938,0.188,0.188,8.812,DariusSlayton2020,NaN
155,DarnellMooney,WR,23,16,5.00,10.34,152.1,0,56,0,2020,0.0,0.0,0.0,0.0,0.0,0.25,1.25,0.0,6.125,3.812,39.438,0.25,0.25,9.506,DarnellMooney2020,NaN
156,DarrelWilliams,RB,25,16,4.33,6.44,54.5,0,79,0,2020,0.0,0.0,0.0,0.0,0.0,2.438,10.562,0.062,1.625,1.125,7.25,0.0,0.062,3.406,DarrelWilliams2020,NaN
157,DarrellDaniels,TE,26,12,0,11.50,23.2,0,68,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917,0.667,7.667,0.083,0.083,1.933,DarrellDaniels2020,NaN
158,DarrellHenderson,RB,23,15,4.52,9.94,130.3,0,31,0,2020,0.0,0.0,0.0,0.0,0.0,9.2,41.6,0.333,1.6,1.067,10.6,0.067,0.4,8.687,DarrellHenderson2020,NaN
159,DarrenFells,TE,34,16,0,14.86,76.2,0,25,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.312,19.5,0.25,0.25,4.762,DarrenFells2020,NaN
160,DarrenWaller,TE,28,16,0,11.18,278.6,81,2,14,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.062,6.688,74.75,0.562,0.562,17.412,DarrenWaller2020,NaN
161,DarriusShepherd,WR,25,8,0,9.20,7.6,0,198,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,5.75,0.0,0.0,0.95,DarriusShepherd2020,NaN
162,DarryntonEvans,RB,22,5,3.86,13.50,16.1,0,110,0,2020,0.0,0.0,0.0,0.0,0.0,2.8,10.8,0.0,0.8,0.4,5.4,0.2,0.2,3.22,DarryntonEvans2020,NaN
163,DarwinThompson,RB,23,14,3.59,9.29,33.2,0,87,0,2020,0.0,0.0,0.0,0.0,0.0,1.929,6.929,0.071,0.786,0.5,4.643,0.071,0.143,2.371,DarwinThompson2020,NaN
164,DauriceFountain,WR,25,5,0,11.50,4.3,0,200,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,4.6,0.0,0.0,0.86,DauriceFountain2020,NaN
165,DavanteAdams,WR,28,14,0,11.95,358.4,117,1,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.643,8.214,98.143,1.286,1.286,25.6,DavanteAdams2020,NaN
166,DavidBlough,QB,25,1,18.00,0,1.8,0,73,0,2020,6.0,10.0,49.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,DavidBlough2020,NaN
167,DavidJohnson,RB,29,12,4.70,9.52,179.5,16,19,56,2020,0.0,0.0,0.0,0.0,0.0,12.25,57.583,0.5,3.833,2.75,26.167,0.167,0.667,14.958,DavidJohnson2020,NaN
168,DavidMontgomery,RB,23,15,4.33,8.11,264.8,81,6,15,2020,0.0,0.0,0.0,0.0,0.0,16.467,71.333,0.533,4.533,3.6,29.2,0.133,0.667,17.653,DavidMontgomery2020,NaN
169,DavidMoore,WR,25,16,7.63,11.91,118.8,0,60,0,2020,0.0,0.0,0.0,0.0,0.0,0.5,3.812,0.0,2.938,2.188,26.062,0.375,0.375,7.425,DavidMoore2020,NaN
170,DavidNjoku,TE,24,13,0,11.21,52.3,0,45,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.231,1.462,16.385,0.154,0.154,4.023,DavidNjoku2020,NaN
171,DawsonKnox,TE,24,12,0,12.00,66.8,0,33,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.667,2.0,24.0,0.25,0.25,5.567,DawsonKnox2020,NaN
172,DeAndreCarter,WR,27,13,0,8.00,-0.2,0,246,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.077,0.615,0.0,0.0,-0.015,DeAndreCarter2020,NaN
173,DeAndreHopkins,WR,28,16,1.00,12.23,287.8,46,10,32,2020,0.0,0.0,0.0,0.0,0.0,0.062,0.062,0.0,10.0,7.188,87.938,0.375,0.375,17.988,DeAndreHopkins2020,NaN
174,DeAndreWashington,RB,27,4,2.94,6.00,17.1,0,115,0,2020,0.0,0.0,0.0,0.0,0.0,7.75,22.75,0.0,2.5,1.25,7.5,0.0,0.0,4.275,DeAndreWashington2020,NaN
175,DeMichaelHarris,WR,22,7,7.67,7.90,22.5,0,159,0,2020,0.0,0.0,0.0,0.0,0.0,0.857,6.571,0.0,1.429,1.429,11.286,0.0,0.0,3.214,DeMichaelHarris2020,NaN
176,DeSeanJackson,WR,34,5,12.00,16.86,44.8,0,117,0,2020,0.0,0.0,0.0,0.0,0.0,0.2,2.4,0.0,5.2,2.8,47.2,0.2,0.2,8.96,DeSeanJackson2020,NaN
177,DeVanteParker,WR,27,14,0,12.59,166.3,0,47,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.357,4.5,56.643,0.286,0.286,11.879,DeVanteParker2020,NaN
178,DeanteBurton,0,26,4,0,0,0,0,217,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DeanteBurton2020,NaN
179,DedeWestbrook,WR,27,2,0,4.00,-0.6,0,247,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.0,0.0,-0.3,DedeWestbrook2020,NaN
180,DeeJayDallas,RB,22,12,3.18,6.53,56.9,0,75,0,2020,0.0,0.0,0.0,0.0,0.0,2.833,9.0,0.167,1.667,1.417,9.25,0.083,0.25,4.742,DeeJayDallas2020,NaN
181,DeeboSamuel,WR,24,7,3.25,11.85,80.7,0,99,0,2020,0.0,0.0,0.0,0.0,0.0,1.143,3.714,0.0,6.286,4.714,55.857,0.143,0.143,11.529,DeeboSamuel2020,NaN
182,DemarcusRobinson,WR,26,16,0,10.36,107.6,0,79,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.688,2.812,29.125,0.188,0.188,6.725,DemarcusRobinson2020,NaN
183,DemetriusHarris,TE,29,15,0,6.43,11.5,0,89,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933,0.467,3.0,0.0,0.0,0.767,DemetriusHarris2020,NaN
184,DenzelMims,WR,23,9,0,15.52,60.7,0,110,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.889,2.556,39.667,0.0,0.0,6.744,DenzelMims2020,NaN
185,DeonCain,0,24,2,0,0,0,0,218,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DeonCain2020,NaN
186,DeonYelder,TE,25,14,0,5.14,10.6,0,94,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.786,0.5,2.571,0.0,0.0,0.757,DeonYelder2020,NaN
187,DeontayBurnett,WR,23,2,0,6.33,4.9,0,203,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,9.5,0.0,0.0,2.45,DeontayBurnett2020,NaN
188,DeonteHarris,WR,23,9,8.50,9.30,47.7,0,126,0,2020,0.0,0.0,0.0,0.0,0.0,0.667,5.667,0.0,2.778,2.222,20.667,0.111,0.111,5.3,DeonteHarris2020,NaN
189,DerekCarr,QB,29,16,3.59,0,272.1,0,13,0,2020,21.75,32.312,256.438,1.688,0.562,2.438,8.75,0.188,0.0,0.0,0.0,0.0,0.188,17.006,DerekCarr2020,NaN
190,DerekCarrier,TE,30,16,0,14.00,2.4,0,102,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.062,0.875,0.0,0.0,0.15,DerekCarrier2020,NaN
191,DerekWatt,0,28,12,0,0,0,0,2,75,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DerekWatt2020,NaN
192,DerrickHenry,RB,26,16,5.36,6.00,333.1,184,1,1,2020,0.0,0.0,0.0,0.0,0.0,23.625,126.688,1.062,1.938,1.188,7.125,0.0,1.062,20.819,DerrickHenry2020,NaN
193,DerrickWillies,0,26,1,0,0,0,0,228,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DerrickWillies2020,NaN
194,DeshaunWatson,QB,25,16,4.93,0,369.3,87,5,11,2020,23.875,34.0,301.438,2.062,0.438,5.625,27.75,0.188,0.0,0.0,0.0,0.0,0.188,23.081,DeshaunWatson2020,NaN
195,DevinAsiasi,TE,23,9,0,19.50,11.9,0,76,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.222,4.333,0.111,0.111,1.322,DevinAsiasi2020,NaN
196,DevinDuvernay,WR,23,16,17.50,10.05,53.1,0,116,0,2020,0.0,0.0,0.0,0.0,0.0,0.25,4.375,0.0,1.625,1.25,12.562,0.0,0.062,3.319,DevinDuvernay2020,NaN
197,DevinSingletary,RB,23,16,4.40,7.08,143.6,0,37,0,2020,0.0,0.0,0.0,0.0,0.0,9.75,42.938,0.125,3.125,2.375,16.812,0.0,0.125,8.975,DevinSingletary2020,NaN
198,DevineOzigbo,RB,24,8,1.00,4.67,13.3,0,137,0,2020,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,1.125,1.125,5.25,0.0,0.0,1.662,DevineOzigbo2020,NaN
199,DevontaFreeman,RB,28,5,3.19,8.29,36.0,0,85,0,2020,0.0,0.0,0.0,0.0,0.0,10.8,34.4,0.2,2.0,1.4,11.6,0.0,0.2,7.2,DevontaFreeman2020,NaN
200,DevontaeBooker,RB,28,16,4.55,4.94,85.7,0,55,0,2020,0.0,0.0,0.0,0.0,0.0,5.812,26.438,0.188,1.312,1.062,5.25,0.0,0.188,5.356,DevontaeBooker2020,NaN
201,DexterWilliams,RB,23,3,4.00,0,0.8,0,155,0,2020,0.0,0.0,0.0,0.0,0.0,0.667,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.267,DexterWilliams2020,NaN
202,DezBryant,WR,32,6,0,7.83,22.7,0,148,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.833,1.0,7.833,0.333,0.333,3.783,DezBryant2020,NaN
203,DionLewis,RB,30,16,3.97,6.68,57.2,0,77,0,2020,0.0,0.0,0.0,0.0,0.0,1.812,7.188,0.125,1.875,1.188,7.938,0.062,0.188,3.575,DionLewis2020,NaN
204,DiontaeJohnson,WR,24,15,5.00,10.49,221.8,7,27,70,2020,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,9.6,5.867,61.533,0.467,0.467,14.787,DiontaeJohnson2020,NaN
205,DiontaeSpencer,WR,28,11,6.33,8.67,13.5,0,166,0,2020,0.0,0.0,0.0,0.0,0.0,0.273,1.727,0.0,0.545,0.273,2.364,0.0,0.091,1.227,DiontaeSpencer2020,NaN
206,DominiqueDafney,TE,23,5,0,13.00,10.6,0,78,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,5.2,0.2,0.2,2.12,DominiqueDafney2020,NaN
207,DonaldParham,TE,23,13,0,15.90,43.9,0,44,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.538,0.769,12.231,0.231,0.231,3.377,DonaldParham2020,NaN
208,DonovanPeoplesJones,WR,21,12,0,21.71,58.4,0,103,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,1.167,25.333,0.167,0.167,4.867,DonovanPeoplesJones2020,NaN
209,DonteMoncrief,WR,27,6,4.00,15.00,2.9,0,205,0,2020,0.0,0.0,0.0,0.0,0.0,0.167,0.667,0.0,0.333,0.167,2.5,0.0,0.0,0.483,DonteMoncrief2020,NaN
210,DontrellHilliard,RB,25,7,5.33,2.00,6.0,0,134,0,2020,0.0,0.0,0.0,0.0,0.0,1.286,6.857,0.0,0.143,0.143,0.286,0.0,0.0,0.857,DontrellHilliard2020,NaN
211,DontrelleInman,WR,31,10,0,9.06,46.3,0,122,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.8,16.3,0.2,0.2,4.63,DontrelleInman2020,NaN
212,DrewBrees,QB,41,12,-0.11,0,209.5,0,21,0,2020,22.917,32.5,245.167,2.0,0.5,1.5,-0.167,0.167,0.0,0.0,0.0,0.0,0.167,17.458,DrewBrees2020,NaN
213,DrewLock,QB,24,13,3.64,0,181.3,0,23,0,2020,19.538,34.077,225.615,1.231,1.154,3.385,12.308,0.231,0.0,0.0,0.0,0.0,0.231,13.946,DrewLock2020,NaN
214,DrewSample,TE,24,16,0,8.73,78.9,0,39,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.312,2.5,21.812,0.062,0.062,4.931,DrewSample2020,NaN
215,DukeJohnson,RB,27,11,3.05,8.89,84.4,0,65,0,2020,0.0,0.0,0.0,0.0,0.0,7.0,21.364,0.091,3.182,2.545,22.636,0.091,0.182,7.673,DukeJohnson2020,NaN
216,DukeWilliams,0,28,1,0,0,0,0,243,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DukeWilliams2020,NaN
217,DurhamSmythe,TE,25,15,0,8.00,58.8,0,47,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.933,1.733,13.867,0.133,0.133,3.92,DurhamSmythe2020,NaN
218,DwayneHaskins,QB,23,7,2.30,0,68.2,0,37,0,2020,21.143,34.429,205.571,0.714,1.0,2.857,6.571,0.143,0.0,0.0,0.0,0.0,0.143,9.743,DwayneHaskins2020,NaN
219,DwayneWashington,RB,26,11,1.88,0,1.5,0,149,0,2020,0.0,0.0,0.0,0.0,0.0,0.727,1.364,0.0,0.0,0.0,0.0,0.0,0.0,0.136,DwayneWashington2020,NaN
220,EastonStick,QB,25,1,-2.00,0,0,0,78,0,2020,1.0,1.0,4.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EastonStick2020,NaN
221,ElijhaaPenny,RB,27,14,2.50,10.00,5.5,0,139,0,2020,0.0,0.0,0.0,0.0,0.0,0.429,1.071,0.0,0.214,0.143,1.429,0.0,0.0,0.393,ElijhaaPenny2020,NaN
222,EmmanuelSanders,WR,33,14,12.00,11.90,164.8,0,46,0,2020,0.0,0.0,0.0,0.0,0.0,0.071,0.857,0.0,5.857,4.357,51.857,0.357,0.357,11.771,EmmanuelSanders2020,NaN
223,EquanimeousStBrown,WR,24,12,7.00,16.71,25.4,0,139,0,2020,0.0,0.0,0.0,0.0,0.0,0.083,0.583,0.0,1.083,0.583,9.75,0.083,0.083,2.117,EquanimeousStBrown2020,NaN
224,EricEbron,TE,27,15,0,9.96,141.8,0,14,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.067,3.733,37.2,0.333,0.333,9.453,EricEbron2020,NaN
225,EricSaubert,TE,26,8,0,5.33,4.6,0,100,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.375,2.0,0.0,0.0,0.575,EricSaubert2020,NaN
226,EricTomlinson,0,28,7,0,0,0,0,127,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,EricTomlinson2020,NaN
227,EvanBaylis,0,27,5,0,0,0,0,116,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EvanBaylis2020,NaN
228,EvanEngram,TE,26,16,4.33,10.38,141.0,0,18,0,2020,0.0,0.0,0.0,0.0,0.0,0.375,1.625,0.062,6.812,3.938,40.875,0.062,0.125,8.812,EvanEngram2020,NaN
229,EzekielElliott,RB,25,15,4.01,6.50,223.7,42,11,33,2020,0.0,0.0,0.0,0.0,0.0,16.267,65.267,0.4,4.733,3.467,22.533,0.133,0.533,14.913,EzekielElliott2020,NaN
230,FosterMoreau,TE,23,16,0,20.00,33.0,0,55,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562,0.438,8.75,0.125,0.125,2.062,FosterMoreau2020,NaN
231,FrankGore,RB,37,15,3.49,5.56,100.2,0,46,0,2020,0.0,0.0,0.0,0.0,0.0,12.467,43.533,0.133,1.267,1.067,5.933,0.0,0.133,6.68,FrankGore2020,NaN
232,FredBrown,0,27,1,0,0,0,0,240,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FredBrown2020,NaN
233,FreddieSwain,WR,22,16,0,12.23,40.9,0,125,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.312,0.812,9.938,0.125,0.125,2.556,FreddieSwain2020,NaN
234,GabeNabers,RB,23,16,3.50,5.00,20.2,0,106,0,2020,0.0,0.0,0.0,0.0,0.0,0.125,0.438,0.0,0.438,0.312,1.562,0.125,0.125,1.262,GabeNabers2020,NaN
235,GabrielDavis,WR,21,16,0.00,17.11,136.9,0,48,0,2020,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,3.875,2.188,37.438,0.438,0.438,8.556,GabrielDavis2020,NaN
236,GardnerMinshewII,QB,24,9,5.28,0.00,160.7,0,26,0,2020,24.0,36.333,251.0,1.778,0.556,3.222,17.0,0.111,0.111,0.111,0.0,0.0,0.111,17.856,GardnerMinshewII2020,NaN
237,GarrettGilbert,QB,29,1,9.33,0,14.5,0,53,0,2020,21.0,38.0,243.0,1.0,1.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,GarrettGilbert2020,NaN
238,GarrettGriffin,0,26,4,0,0,0,0,117,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GarrettGriffin2020,NaN
239,GehrigDieter,WR,27,4,0,10.00,2.0,0,214,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,2.5,0.0,0.0,0.5,GehrigDieter2020,NaN
240,GenoSmith,QB,30,1,-1.00,0,1.1,0,75,0,2020,4.0,5.0,33.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,GenoSmith2020,NaN
241,GeoffSwaim,WR,27,10,0,9.22,23.3,0,156,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.9,8.3,0.1,0.1,2.33,GeoffSwaim2020,NaN
242,GeorgeKittle,TE,27,8,8.50,13.21,125.1,0,19,0,2020,0.0,0.0,0.0,0.0,0.0,0.25,2.125,0.0,7.875,6.0,79.25,0.25,0.25,15.638,GeorgeKittle2020,NaN
243,GeraldEverett,TE,26,16,2.00,10.17,92.9,0,26,0,2020,0.0,0.0,0.0,0.0,0.0,0.062,0.125,0.062,3.875,2.562,26.062,0.062,0.125,5.806,GeraldEverett2020,NaN
244,GiovaniBernard,RB,29,16,3.35,7.55,158.1,0,36,0,2020,0.0,0.0,0.0,0.0,0.0,7.75,26.0,0.188,3.688,2.938,22.188,0.188,0.375,9.881,GiovaniBernard2020,NaN
245,GoldenTate,WR,32,12,0,11.09,86.5,0,94,0,2020,0.083,0.167,1.5,0.0,0.0,0.0,0.0,0.0,4.333,2.917,32.333,0.167,0.167,7.208,GoldenTate2020,NaN
246,GregOlsen,TE,35,11,0,9.96,53.9,0,49,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.364,2.182,21.727,0.091,0.091,4.9,GregOlsen2020,NaN
247,GregWard,WR,25,16,-2.00,7.91,133.1,0,63,0,2020,0.062,0.062,0.938,0.0,0.0,0.125,-0.25,0.0,4.938,3.312,26.188,0.375,0.375,8.319,GregWard2020,NaN
248,GunnerOlszewski,WR,24,13,4.60,12.40,25.5,0,135,0,2020,0.0,0.0,0.0,0.0,0.0,0.385,1.769,0.0,0.385,0.385,4.769,0.077,0.154,1.962,GunnerOlszewski2020,NaN
249,GusEdwards,RB,25,16,5.02,14.33,128.2,0,28,0,2020,0.0,0.0,0.0,0.0,0.0,9.0,45.188,0.375,0.812,0.562,8.062,0.0,0.375,8.012,GusEdwards2020,NaN
250,HakeemButler,0,24,2,0,0,0,0,225,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,HakeemButler2020,NaN
251,HaleHentges,0,24,1,0,0,0,0,128,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HaleHentges2020,NaN
252,HarrisonBryant,TE,22,15,0,9.92,61.8,0,40,0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.533,1.6,15.867,0.2,0.2,4.12,HarrisonBryant2020,NaN
253,HaydenHurst,TE,27,16,0,10.20,149.1,3,11,73,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.5,35.688,0.375,0.375,9.319,HaydenHurst2020,NaN
254,HenryRuggsIII,WR,21,13,5.44,17.38,84.1,0,88,0,2020,0.0,0.0,0.0,0.0,0.0,0.692,3.769,0.0,3.308,2.0,34.769,0.154,0.154,6.469,HenryRuggsIII2020,NaN
